suburb,address,room,type,price,method,seller,date,bathroom,car,council_area
Hoppers Crossing,1 Albion Ct,3,h,650000,S,Purplebricks,23/9/2017,2,2,Wyndham City Council
Hoppers Crossing,5 Davie Cr,3,h,550000,SP,Triwest,23/9/2017,1,2,Wyndham City Council
Hoppers Crossing,24 Don Av,4,h,537000,S,YPA,23/9/2017,2,2,Wyndham City Council
Hoppers Crossing,1 Llewellyn Ct,4,h,553500,S,Sweeney,23/9/2017,2,2,Wyndham City Council
Hoppers Crossing,6 Moffatt Cr,3,h,568000,S,hockingstuart,23/9/2017,2,2,Wyndham City Council
Hughesdale,13 Richardson St,3,h,1360000,S,Woodards,23/9/2017,1,1,Monash City Council
Huntingdale,33 Beauford St,3,h,1205000,SA,FN,23/9/2017,2,4,Monash City Council
Ivanhoe,1/32 Beatty St,3,u,960000,SP,Miles,23/9/2017,2,1,Banyule City Council
Ivanhoe,148B Ford St,3,h,840000,S,Fletchers,23/9/2017,2,2,Banyule City Council
Ivanhoe,3/26 Green St,2,u,760000,S,Miles,23/9/2017,1,1,Banyule City Council
Ivanhoe,66 Hawker St,3,h,1230000,VB,Nelson,23/9/2017,2,2,Banyule City Council
Ivanhoe,6/46 Locksley Rd,2,u,572500,S,Miles,23/9/2017,1,1,Banyule City Council
Ivanhoe,2/157 Maltravers Rd,3,u,960000,S,Miles,23/9/2017,2,2,Banyule City Council
Ivanhoe,2 Nyorie Ct,4,h,2800000,S,Nelson,23/9/2017,2,2,Banyule City Council
Ivanhoe East,5/23 Cedric St,2,u,860000,S,Miles,23/9/2017,1,1,Banyule City Council
Ivanhoe East,13 York Av,4,h,2040000,VB,Miles,23/9/2017,2,2,Banyule City Council
Jacana,14 Gavin St,3,h,605000,S,YPA,23/9/2017,1,0,Hume City Council
Kealba,216 Sunshine Av,3,h,572000,S,Barry,23/9/2017,1,2,Brimbank City Council
Keilor Downs,10 Wexford Ct,3,h,680000,S,Brad,23/9/2017,2,2,Brimbank City Council
Keilor East,3 Alwyn Ct,4,h,784000,SP,Barry,23/9/2017,2,2,Brimbank City Council
Keilor East,86 Milleara Rd,3,h,790000,SP,Nelson,23/9/2017,1,1,Brimbank City Council
Keilor East,1/20 Neville St,2,u,600000,S,Biggin,23/9/2017,1,2,Brimbank City Council
Keilor East,21 Phillip Rd,4,h,630000,SP,Barry,23/9/2017,1,2,Brimbank City Council
Keilor East,29 Quinn Gr,3,h,601000,S,Nelson,23/9/2017,1,1,Brimbank City Council
Keilor East,41 Roberts St,3,h,900000,SP,Nelson,23/9/2017,1,1,Brimbank City Council
Keilor Park,22 Snow St,3,h,680000,VB,Eric,23/9/2017,1,4,Brimbank City Council
Kensington,45 Hardiman St,2,h,1023000,S,Nelson,23/9/2017,1,1,Melbourne City Council
Kensington,19/18 Mawbey St,1,u,411500,S,Edward,23/9/2017,1,1,Melbourne City Council
Kensington,4 New St,3,h,1035000,SP,Sweeney,23/9/2017,1,1,Melbourne City Council
Kew,11/26 Edgevale Rd,2,t,955000,S,Jellis,23/9/2017,1,1,Boroondara City Council
Kew,1/32 Fitzwilliam St,2,u,1130000,S,Jellis,23/9/2017,1,2,Boroondara City Council
Kew,54 Kent St,3,h,1350000,VB,Jellis,23/9/2017,2,1,Boroondara City Council
Kew,16 Scott St,2,h,1630000,S,hockingstuart,23/9/2017,1,0,Boroondara City Council
Keysborough,7 Allawah Cl,3,h,770000,S,Area,23/9/2017,1,4,Greater Dandenong City Council
Lalor,8 Bataan Ct,4,h,766000,S,Melbourne,23/9/2017,2,5,Whittlesea City Council
Lalor,65 Huskisson Av,3,h,652000,S,HAR,23/9/2017,1,2,Whittlesea City Council
Lalor,31 Nancye Dr,3,h,630000,S,HAR,23/9/2017,1,1,Whittlesea City Council
Lilydale,35 Como Rd,4,h,950000,VB,Ray,23/9/2017,2,2,Yarra Ranges Shire Council
Lower Plenty,7/12 Kett St,3,t,810000,S,Buckingham,23/9/2017,2,2,Banyule City Council
Maidstone,2/15 Rooney St,3,h,818000,SP,Sweeney,23/9/2017,2,2,Maribyrnong City Council
Maribyrnong,6/11 Chifley Dr,2,u,481000,S,Barry,23/9/2017,1,1,Maribyrnong City Council
Maribyrnong,37 Cornwall Pl,2,h,999000,S,Biggin,23/9/2017,2,2,Maribyrnong City Council
Meadow Heights,11 Dakara Cl,4,h,575000,S,Barry,23/9/2017,2,2,Hume City Council
Meadow Heights,13 Haddon Ct,8,h,741000,S,Barry,23/9/2017,3,1,Hume City Council
Melton,118 Barries Rd,3,h,283000,S,FN,23/9/2017,1,0,Melton City Council
Melton,11 Emil Ct,3,h,501000,S,hockingstuart,23/9/2017,1,1,Melton City Council
Melton West,46 Chelmsford Wy,4,h,415000,S,Raine,23/9/2017,2,2,Melton City Council
Melton West,1 Lincoln Wy,4,h,430000,SP,hockingstuart,23/9/2017,1,3,Melton City Council
Melton West,24 Marlo Dr,3,h,439000,S,hockingstuart,23/9/2017,2,2,Melton City Council
Melton West,9 Stacey Ct,3,h,410000,SP,FN,23/9/2017,2,2,Melton City Council
Mentone,6 Blackwood Av,3,h,815000,S,Hodges,23/9/2017,2,2,Kingston City Council
Mentone,3/18 Collins St,1,u,300000,SP,O'Brien,23/9/2017,1,1,Kingston City Council
Mernda,17 Annandale Dr,3,h,470000,S,RW,23/9/2017,2,1,Whittlesea City Council
Middle Park,104 Nimmo St,3,h,2800000,SP,Parkinson,23/9/2017,2,1,Port Phillip City Council
Mill Park,7 Bachli Cl,3,h,531000,S,Ray,23/9/2017,1,1,Whittlesea City Council
Mill Park,3 Buvelot Pl,3,h,665000,S,Morrison,23/9/2017,2,1,Whittlesea City Council
Mill Park,12 Cuthbert Dr,3,h,685000,S,Barry,23/9/2017,1,2,Whittlesea City Council
Mill Park,4 Vain Cl,3,h,665000,S,Ray,23/9/2017,1,4,Whittlesea City Council
Mitcham,1 Dunlavin Rd,4,h,890000,S,Buxton,23/9/2017,2,2,Whitehorse City Council
Mitcham,2 Hardwood Ct,5,h,1150000,S,Fletchers,23/9/2017,2,2,Whitehorse City Council
Mitcham,5/14 Highland Av,4,h,1306000,S,Fletchers,23/9/2017,2,2,Whitehorse City Council
Mont Albert,7/6 Leopold Cr,2,u,647000,SP,hockingstuart,23/9/2017,1,1,Boroondara City Council
Mont Albert,4 Lightfoot St,3,h,2470000,SP,Marshall,23/9/2017,2,2,Boroondara City Council
Mont Albert,1/315 Mont Albert Rd,2,u,880000,S,Jellis,23/9/2017,1,1,Boroondara City Council
Moonee Ponds,18 Elizabeth St,2,h,950000,SP,Alexkarbon,23/9/2017,1,0,Moonee Valley City Council
Moonee Ponds,104 Holmes Rd,4,h,1350000,VB,Brad,23/9/2017,2,2,Moonee Valley City Council
Moonee Ponds,5/74 Holmes Rd,2,u,561000,S,Nelson,23/9/2017,1,1,Moonee Valley City Council
Moonee Ponds,8 Pattison St,3,h,1162000,S,Jellis,23/9/2017,1,2,Moonee Valley City Council
Mooroolbark,4 Bulga St,3,h,835000,S,hockingstuart,23/9/2017,2,1,Yarra Ranges Shire Council
Mordialloc,3/44 Cedric St,2,u,401000,S,Barry,23/9/2017,1,1,Kingston City Council
Mount Waverley,2 Ormiston St,4,h,1400000,S,Ray,23/9/2017,2,2,Monash City Council
Mount Waverley,34 Park La,3,h,1586000,S,Stockdale,23/9/2017,1,1,Monash City Council
Mount Waverley,11 Robin Gr,3,h,1560000,S,Jellis,23/9/2017,1,2,Monash City Council
Mount Waverley,2/214 Stephensons Rd,3,u,853000,S,Schroeder,23/9/2017,2,2,Monash City Council
Mount Waverley,1/45 Sunhill Rd,2,u,873000,S,Barry,23/9/2017,2,2,Monash City Council
Mount Waverley,8 Susan Ct,4,h,1408000,S,Jellis,23/9/2017,2,2,Monash City Council
Mount Waverley,35 Waimarie Dr,4,h,1800000,SP,Barry,23/9/2017,3,2,Monash City Council
Mulgrave,12 Brookland Ct,4,h,1080000,S,Ray,23/9/2017,2,2,Monash City Council
Mulgrave,9 Caledonia Cr,3,h,1105000,S,Ray,23/9/2017,2,2,Monash City Council
Mulgrave,3/4 Dendy Ct,2,u,580000,SP,Hall,23/9/2017,1,1,Monash City Council
Mulgrave,25 Rupert Dr,3,h,840000,S,Ray,23/9/2017,1,2,Monash City Council
Murrumbeena,21 Reid St,3,h,1321188,SP,Woodards,23/9/2017,1,1,Glen Eira City Council
New Gisborne,71 Hamilton Rd,5,h,1355000,S,Raine,23/9/2017,3,5,Macedon Ranges Shire Council
New Gisborne,190 Station Rd,3,h,565000,S,Raine,23/9/2017,1,2,Macedon Ranges Shire Council
Newport,32 Agg St,2,h,1130000,S,Williams,23/9/2017,1,2,Hobsons Bay City Council
Newport,3/23 Carmen St,3,t,810000,SP,Greg,23/9/2017,1,2,Hobsons Bay City Council
Newport,65 Speight St,3,h,950000,SP,Sweeney,23/9/2017,1,1,Hobsons Bay City Council
Niddrie,1 Cuthbert St,2,h,800000,S,Frank,23/9/2017,1,2,Moonee Valley City Council
Niddrie,11 George St,4,h,1340000,S,Nelson,23/9/2017,2,0,Moonee Valley City Council
Noble Park,1/1203 Heatherton Rd,2,u,400000,SP,O'Brien,23/9/2017,1,2,Greater Dandenong City Council
North Melbourne,4/5 Cobden St,3,u,1287500,S,Alexkarbon,23/9/2017,2,2,Melbourne City Council
Northcote,11 Boothby St,3,h,1280000,S,Collins,23/9/2017,1,4,Darebin City Council
Northcote,19 Charles St,3,h,1360000,SP,McGrath,23/9/2017,2,1,Darebin City Council
Northcote,271 Heidelberg Rd,2,h,1300000,VB,Nelson,23/9/2017,1,0,Darebin City Council
Northcote,61 Henry St,4,h,1550000,VB,Jellis,23/9/2017,2,1,Darebin City Council
Northcote,2/286 High St,3,t,807500,S,Jellis,23/9/2017,2,1,Darebin City Council
Northcote,2 Ilma Gr,5,h,2800000,VB,Nelson,23/9/2017,2,2,Darebin City Council
Northcote,10/2 Johnson St,1,u,330000,S,Collins,23/9/2017,1,1,Darebin City Council
Northcote,139 Separation St,3,h,1155000,SA,McGrath,23/9/2017,2,3,Darebin City Council
Northcote,4/14 Vauxhall Rd,1,u,385000,S,Nelson,23/9/2017,1,1,Darebin City Council
Northcote,39 Winifred St,4,h,1350000,S,Ray,23/9/2017,2,2,Darebin City Council
Notting Hill,25 Bingley Av,3,h,1075000,S,Woodards,23/9/2017,1,3,Monash City Council
Nunawading,1/3 Joyce St,3,h,945000,S,Jellis,23/9/2017,1,2,Manningham City Council
Nunawading,2/6 White Ct,3,u,870000,SP,Noel,23/9/2017,2,2,Manningham City Council
Oak Park,2 Grevillia Rd,2,h,1000000,S,Brad,23/9/2017,1,1,Moreland City Council
Oak Park,27 Station Rd,3,t,763000,S,Eview,23/9/2017,2,2,Moreland City Council
Oak Park,29 Watt Av,4,h,925000,SP,Brad,23/9/2017,1,1,Moreland City Council
Oakleigh,1/126 Atherton Rd,2,u,743000,S,Ray,23/9/2017,1,2,Monash City Council
Oakleigh East,60 Highland Av,3,h,1382000,SP,RT,23/9/2017,2,2,Monash City Council
Oakleigh South,28 Beryl Av,4,h,1450000,S,Buxton,23/9/2017,2,2,Kingston City Council
Ormond,28 Garfield Av,4,h,1450000,VB,Woodards,23/9/2017,2,2,Glen Eira City Council
Ormond,45 Holloway St,3,h,1540000,S,Weston,23/9/2017,1,5,Glen Eira City Council
Parkdale,2/26 Olive Gr,2,u,520000,SP,Sweeney,23/9/2017,1,1,Kingston City Council
Parkdale,1/25 White St,2,t,500000,VB,Buxton,23/9/2017,1,1,Kingston City Council
Plumpton,9 Remy Av,4,h,625500,SP,HAR,23/9/2017,2,2,Melton City Council
Point Cook,26 Moorgate St,4,h,712000,S,hockingstuart,23/9/2017,2,2,Wyndham City Council
Point Cook,60 Palmer Av,4,h,769000,S,YPA,23/9/2017,2,2,Wyndham City Council
Port Melbourne,7/169 Albert St,2,u,520000,SP,Chisholm,23/9/2017,1,1,Melbourne City Council
Port Melbourne,469 Bay St,2,h,900000,VB,Buxton,23/9/2017,1,0,Melbourne City Council
Port Melbourne,44 Clark St,2,h,1400000,SP,Greg,23/9/2017,1,1,Melbourne City Council
Prahran,314/220 Commercial Rd,2,u,600000,S,hockingstuart,23/9/2017,1,0,Stonnington City Council
Prahran,7 MacKay St,3,t,1463000,S,Jellis,23/9/2017,2,2,Stonnington City Council
Preston,97 Albert St,3,h,1150000,SP,RW,23/9/2017,1,2,Darebin City Council
Preston,25 Donald St,3,h,662000,S,Woodards,23/9/2017,2,2,Darebin City Council
Preston,21 Emerald St,3,h,820000,S,McGrath,23/9/2017,1,2,Darebin City Council
Preston,340 Plenty Rd,4,h,950000,S,McGrath,23/9/2017,1,2,Darebin City Council
Reservoir,4 Argyle St,3,t,655000,S,Barry,23/9/2017,1,1,Darebin City Council
Reservoir,93 Arundel Av,3,h,901000,S,Barry,23/9/2017,1,2,Darebin City Council
Reservoir,6/34 Ashley St,2,u,565000,S,Nelson,23/9/2017,1,1,Darebin City Council
Reservoir,5/50 Chaleyer St,2,t,492500,SP,Raine,23/9/2017,1,1,Darebin City Council
Reservoir,11 Duffy St,3,h,680000,VB,Nelson,23/9/2017,1,1,Darebin City Council
Reservoir,9 Marchant Av,4,h,1190000,S,Nelson,23/9/2017,2,3,Darebin City Council
Reservoir,32 Moira Av,4,h,785000,S,Nelson,23/9/2017,2,2,Darebin City Council
Reservoir,20 Myrtle Gr,3,h,865000,S,hockingstuart,23/9/2017,1,1,Darebin City Council
Reservoir,19 Smith St,5,h,1000000,VB,Ray,23/9/2017,2,6,Darebin City Council
Reservoir,57 Yarra Av,3,h,800000,S,HAR,23/9/2017,1,1,Darebin City Council
Reservoir,20 York St,3,h,1400000,S,Raine,23/9/2017,1,6,Darebin City Council
Richmond,201/77 Abinger St,1,u,400000,VB,Marshall,23/9/2017,1,1,Yarra City Council
Richmond,106 Buckingham St,3,h,1600000,S,Biggin,23/9/2017,2,1,Yarra City Council
Richmond,5/343 Church St,1,u,490000,S,Biggin,23/9/2017,1,1,Yarra City Council
Richmond,53A Fraser St,3,t,1600000,S,Jellis,23/9/2017,3,2,Yarra City Council
Richmond,8 Hunter St,3,h,1900000,VB,Jellis,23/9/2017,1,1,Yarra City Council
Richmond,33/24 Tanner St,2,t,1200000,S,Jellis,23/9/2017,1,1,Yarra City Council
Richmond,17/9 Tennyson St,2,u,702000,S,Dingle,23/9/2017,1,1,Yarra City Council
Richmond,7/10 Waltham Pl,3,h,1720000,S,Jellis,23/9/2017,2,2,Yarra City Council
Ringwood East,1/5 Joseph St,3,h,630000,S,Carter,23/9/2017,1,1,Maroondah City Council
Ringwood North,1 Heape Wy,5,h,1100000,SP,Sell,23/9/2017,3,2,Manningham City Council
Rosanna,20 McAuley Dr,4,h,900000,VB,Jellis,23/9/2017,2,2,Banyule City Council
Rosanna,20 Rhonda St,3,h,1100000,VB,Fletchers,23/9/2017,1,2,Banyule City Council
Rosanna,57 Ruthven St,3,h,850000,S,Philip,23/9/2017,1,2,Banyule City Council
Rowville,22 Airedale Wy,5,h,1037000,S,Win,23/9/2017,2,2,Knox City Council
Roxburgh Park,8 Caulfield Cr,4,h,535000,S,Raine,23/9/2017,2,2,Hume City Council
Roxburgh Park,11 Grenville Tce,3,h,426000,S,Ray,23/9/2017,2,2,Hume City Council
Sandringham,4/388 Bluff Rd,4,t,1050000,VB,hockingstuart,23/9/2017,2,1,Bayside City Council
Seaholme,18a Millers Rd,2,u,730500,S,Barlow,23/9/2017,1,1,Hobsons Bay City Council
Seddon,201 Buckley St,2,h,680000,S,hockingstuart,23/9/2017,1,0,Maribyrnong City Council
Seddon,66 Lily St,3,h,1225000,SP,Village,23/9/2017,2,2,Maribyrnong City Council
Seddon,7/251 Nicholson St,2,u,490000,SP,Village,23/9/2017,1,1,Maribyrnong City Council
Seddon,173 Pilgrim St,2,h,1000000,VB,Village,23/9/2017,1,1,Maribyrnong City Council
South Melbourne,13 Henderson St,3,t,1800000,VB,Cayzer,23/9/2017,2,1,Port Phillip City Council
South Melbourne,97 Park St,2,t,817000,S,Cayzer,23/9/2017,2,1,Port Phillip City Council
South Morang,15 Jenolan Wy,4,h,658500,S,HAR,23/9/2017,2,2,Whittlesea City Council
South Yarra,6/59 Albion St,2,u,666000,S,Jellis,23/9/2017,1,1,Melbourne City Council
South Yarra,23/85 Alexandra Av,3,u,1330000,S,Castran,23/9/2017,2,2,Melbourne City Council
South Yarra,75/85 Alexandra Av,3,u,2175000,S,Williams,23/9/2017,3,2,Melbourne City Council
South Yarra,4/7 Barnsbury Rd,2,u,617000,SP,Noel,23/9/2017,1,1,Melbourne City Council
South Yarra,17/85 Caroline St,1,u,451000,SP,Jellis,23/9/2017,1,1,Melbourne City Council
South Yarra,11/13 Rockley Rd,3,u,760000,VB,Kay,23/9/2017,1,1,Melbourne City Council
South Yarra,3/386 Toorak Rd,1,u,495000,S,Hodges,23/9/2017,1,1,Melbourne City Council
South Yarra,21/393 Toorak Rd,1,u,380000,VB,Williams,23/9/2017,1,0,Melbourne City Council
South Yarra,13/176 Walsh St,2,u,648000,S,hockingstuart,23/9/2017,1,1,Melbourne City Council
Southbank,2303/83 Queens Bridge St,1,u,440000,VB,Whiting,23/9/2017,1,1,Melbourne City Council
Springvale,4 Audrey St,3,h,881000,S,iSell,23/9/2017,1,4,Greater Dandenong City Council
Springvale,42 Avondale St,4,u,917000,S,iSell,23/9/2017,3,3,Greater Dandenong City Council
Springvale,1/22 Turner Cl,2,u,592000,S,McGrath,23/9/2017,1,1,Greater Dandenong City Council
St Albans,29 Lester Av,3,h,645000,S,Harcourts,23/9/2017,1,1,Brimbank City Council
St Helena,16 Allumba Dr,3,h,897000,S,Buckingham,23/9/2017,2,2,Banyule City Council
St Kilda,3/174 Barkly St,2,u,640000,S,Wilson,23/9/2017,1,1,Port Phillip City Council
St Kilda,20 Fawkner St,4,h,2680000,S,Marshall,23/9/2017,2,1,Port Phillip City Council
St Kilda,9/9 Herbert St,3,u,962500,SP,McGrath,23/9/2017,1,1,Port Phillip City Council
St Kilda,18/21 Marine Pde,4,u,3610000,S,Wilson,23/9/2017,3,3,Port Phillip City Council
Strathmore,68 Bournian Av,4,h,1625000,S,Nelson,23/9/2017,3,2,Moonee Valley City Council
Strathmore,7 Brisbane St,3,h,810000,S,Considine,23/9/2017,1,3,Moonee Valley City Council
Sunbury,16 Deakin St,3,h,505000,S,YPA,23/9/2017,2,3,Hume City Council
Sunbury,95 Harker St,3,h,657500,S,One,23/9/2017,2,1,Hume City Council
Sunbury,43 Ligar St,3,h,778000,S,Raine,23/9/2017,2,1,Hume City Council
Sunbury,3 Paperbark Av,5,h,675000,S,YPA,23/9/2017,3,2,Hume City Council
Sunbury,3 Ponsford Pl,4,h,605000,S,YPA,23/9/2017,2,2,Hume City Council
Sunbury,6 Richardson Av,4,h,600000,S,YPA,23/9/2017,2,1,Hume City Council
Sunshine,51 Dickson St,3,h,840000,SP,hockingstuart,23/9/2017,1,3,Brimbank City Council
Sunshine,13 Ernest St,5,h,710500,SP,hockingstuart,23/9/2017,2,5,Brimbank City Council
Sunshine,5 Monash St,3,h,770000,S,Bells,23/9/2017,2,0,Brimbank City Council
Sunshine North,5 Mills St,3,h,736000,S,Douglas,23/9/2017,1,2,Brimbank City Council
Sunshine North,12 Redgum Dr,4,h,895000,S,Bells,23/9/2017,2,2,Brimbank City Council
Sunshine West,11 Amore Dr,3,h,555000,SP,YPA,23/9/2017,2,1,Brimbank City Council
Surrey Hills,12 Arthur St,3,h,1465000,S,Fletchers,23/9/2017,2,2,Boroondara City Council
Surrey Hills,3 Arthur St,4,h,1910000,S,Marshall,23/9/2017,3,2,Boroondara City Council
Surrey Hills,2/6 Blackburn St,2,u,985000,VB,Fletchers,23/9/2017,2,1,Boroondara City Council
Surrey Hills,2/29 Croydon Rd,2,u,800000,S,Fletchers,23/9/2017,1,1,Boroondara City Council
Surrey Hills,28 Guildford Rd,3,h,2350000,S,Harcourts,23/9/2017,2,0,Boroondara City Council
Surrey Hills,4/9 Middlesex Rd,2,h,855000,S,Woodards,23/9/2017,1,1,Boroondara City Council
Taylors Hill,6 Nepean Wy,4,h,710000,S,Barry,23/9/2017,2,2,Melton City Council
Taylors Lakes,2 Honeyeater Cr,3,h,746000,S,Purplebricks,23/9/2017,2,2,Brimbank City Council
Taylors Lakes,9 Plenty Cl,4,h,735000,SP,Barry,23/9/2017,2,2,Brimbank City Council
Taylors Lakes,21 Salvana Ct,4,h,751000,S,Barry,23/9/2017,2,2,Brimbank City Council
Taylors Lakes,2 Yanchep Ct,3,h,600000,S,Brad,23/9/2017,2,2,Brimbank City Council
Templestowe,16 Darnley Dr,4,h,1385000,S,Jellis,23/9/2017,3,2,Manningham City Council
Templestowe Lower,97 Foote St,4,h,1515000,S,Philip,23/9/2017,3,2,Manningham City Council
Templestowe Lower,19 Howitt Dr,4,h,1561000,S,Barry,23/9/2017,2,2,Manningham City Council
Templestowe Lower,275 Thompsons Rd,3,h,1250000,VB,Barry,23/9/2017,2,2,Manningham City Council
The Basin,5 Democrat Dr,3,h,700000,S,iTRAK,23/9/2017,2,3,Knox City Council
Thomastown,76 Bickley Av,3,h,582500,S,New,23/9/2017,1,1,Whittlesea City Council
Thomastown,24 Simpson St,3,h,720000,S,HAR,23/9/2017,1,1,Whittlesea City Council
Thornbury,1/37 Clapham St,2,u,650000,S,Love,23/9/2017,1,1,Darebin City Council
Thornbury,4/2 Dundas St,2,u,540000,S,McGrath,23/9/2017,1,1,Darebin City Council
Thornbury,124 Fyffe St,4,h,1600000,S,McGrath,23/9/2017,2,3,Darebin City Council
Thornbury,29 Strettle St,2,h,1150000,VB,Nelson,23/9/2017,1,1,Darebin City Council
Toorak,1/19 Wallace Av,3,t,3155000,S,Kay,23/9/2017,2,2,Stonnington City Council
Tullamarine,3/248 Melrose Dr,2,u,475000,S,Jason,23/9/2017,1,1,Brimbank City Council
Vermont,8 Howqua Ct,4,h,1260000,S,Harcourts,23/9/2017,2,3,Maroondah City Council
Vermont South,204 Hawthorn Rd,4,h,1202000,SP,Ray,23/9/2017,2,2,Whitehorse City Council
Wantirna,4 Botany Ct,4,h,915000,S,Ray,23/9/2017,2,2,Knox City Council
Wantirna,38 Templeton St,4,h,920000,S,Ray,23/9/2017,2,2,Knox City Council
Wantirna South,36 Artesian Av,4,h,1000000,S,Biggin,23/9/2017,2,2,Knox City Council
Wantirna South,7 Cathies La,5,h,1180000,S,Ray,23/9/2017,2,4,Knox City Council
Wantirna South,3 Jonathon Ct,5,h,1400000,S,Barry,23/9/2017,2,2,Knox City Council
Warrandyte,15 Yarra St,3,h,880000,S,Barry,23/9/2017,2,2,Manningham City Council
Werribee,32 Hooker Rd,3,h,515000,S,hockingstuart,23/9/2017,2,1,Wyndham City Council
Werribee,15 Seine Cl,3,h,430000,S,YPA,23/9/2017,1,1,Wyndham City Council
Werribee,2/30 Silvereye Cr,2,u,325000,SP,Greg,23/9/2017,1,1,Wyndham City Council
West Footscray,171 Essex St,3,h,879000,SP,Jas,23/9/2017,1,2,Maribyrnong City Council
West Footscray,2 Indwe St,3,h,782000,SP,Jas,23/9/2017,1,1,Maribyrnong City Council
West Melbourne,128/33 Jeffcott St,3,u,742000,S,LITTLE,23/9/2017,2,1,Melbourne City Council
Westmeadows,14 Parkhill Ct,2,h,560000,SP,YPA,23/9/2017,2,2,Hume City Council
Wheelers Hill,41 MacKellar Av,3,h,1062000,S,Harcourts,23/9/2017,2,1,Monash City Council
Wheelers Hill,17 Plato Cr,3,h,1025000,S,Buxton,23/9/2017,1,2,Monash City Council
Wheelers Hill,6 Rostella Ct,4,h,1280000,S,Ray,23/9/2017,2,2,Monash City Council
Wheelers Hill,2 Wattleglade Ct,5,h,1660000,S,Ray,23/9/2017,2,2,Monash City Council
Williamstown,146 Ferguson St,3,h,832000,S,Williams,23/9/2017,1,1,Hobsons Bay City Council
Williamstown,1/32 Princes St,2,h,900000,SP,Greg,23/9/2017,2,1,Hobsons Bay City Council
Wollert,16 Allendale Av,2,t,401000,S,Ray,23/9/2017,1,1,Whittlesea City Council
Yallambie,20 Smike St,3,h,857000,S,Miles,23/9/2017,2,1,Banyule City Council
Yarraville,2/160 Francis St,2,t,740000,S,Jas,23/9/2017,1,1,Maribyrnong City Council
Yarraville,18 Stewart St,3,h,1455000,S,Village,23/9/2017,2,2,Maribyrnong City Council
Yarraville,2/367 Williamstown Rd,2,u,515000,S,hockingstuart,23/9/2017,1,1,Maribyrnong City Council
Airport West,11 Grange Rd,3,h,975500,S,Barry,26/8/2017,1,1,Moonee Valley City Council
Airport West,125 Parer Rd,3,h,880000,S,Jellis,26/8/2017,1,3,Moonee Valley City Council
Albert Park,59 Barrett St,3,h,2340000,S,Greg,26/8/2017,2,1,Port Phillip City Council
Albert Park,6 Pickles St,3,h,2225000,S,Greg,26/8/2017,1,1,Port Phillip City Council
Altona,20 Burt St,3,h,920000,VB,PRD,26/8/2017,2,2,Hobsons Bay City Council
Altona,2/134 Civic Pde,2,u,672000,S,Sweeney,26/8/2017,1,1,Hobsons Bay City Council
Altona,1/76 Queen St,2,u,801250,S,Sweeney,26/8/2017,1,1,Hobsons Bay City Council
Altona North,23 Hatherley Gr,3,h,791000,S,Jas,26/8/2017,1,4,Hobsons Bay City Council
Altona North,51B MacDonald Av,3,t,730000,S,Williams,26/8/2017,2,2,Hobsons Bay City Council
Armadale,16 Bailey Av,4,h,4060000,S,Marshall,26/8/2017,2,1,Stonnington City Council
Ascot Vale,22 Burton Cr,3,h,1180000,S,Nelson,26/8/2017,2,2,Moonee Valley City Council
Ascot Vale,6 MacArthur Av,4,h,1151000,S,Bullen,26/8/2017,2,2,Moonee Valley City Council
Ashburton,28 Baker Pde,4,t,1650000,VB,Jellis,26/8/2017,2,1,Boroondara City Council
Ashburton,59 Winton Rd,3,h,2550000,S,Marshall,26/8/2017,2,3,Boroondara City Council
Ashwood,1/18 Raymond St,4,t,1245000,S,Buxton,26/8/2017,3,1,Monash City Council
Balaclava,6/98 Westbury St,3,t,1250000,S,Gary,26/8/2017,3,2,Port Phillip City Council
Balwyn North,6 Aquila St,5,h,3000000,VB,Marshall,26/8/2017,4,2,Boroondara City Council
Balwyn North,33 Cityview Rd,3,h,1900000,S,Jellis,26/8/2017,1,1,Boroondara City Council
Balwyn North,1 Hosken St,5,h,2800000,S,Marshall,26/8/2017,2,2,Boroondara City Council
Bayswater,2/1 Orchard Rd,2,h,661000,S,Barry,26/8/2017,2,1,Knox City Council
Beaumaris,21 Hardinge St,5,h,2750000,S,Greg,26/8/2017,3,3,Bayside City Council
Beaumaris,11 Hastings Av,3,h,1589000,S,Hodges,26/8/2017,2,2,Bayside City Council
Beaumaris,12 McNamara St,4,h,1385000,S,hockingstuart,26/8/2017,2,2,Bayside City Council
Beaumaris,26 Reid St,4,h,2000000,VB,Buxton,26/8/2017,3,4,Bayside City Council
Bellfield,5 Davidson St,4,h,951000,S,Miles,26/8/2017,1,1,Banyule City Council
Bentleigh,27 Marston St,4,h,1540000,S,Jellis,26/8/2017,2,1,Glen Eira City Council
Bentleigh,44 McLean Av,3,h,1300000,VB,Woodards,26/8/2017,2,2,Glen Eira City Council
Bentleigh East,63 Barrington St,3,h,1372500,S,Jellis,26/8/2017,1,2,Glen Eira City Council
Bentleigh East,16 Bevis St,5,h,1800000,VB,Gary,26/8/2017,3,3,Glen Eira City Council
Bentleigh East,3 Box Ct,4,h,1655000,S,Buxton,26/8/2017,2,2,Glen Eira City Council
Bentleigh East,50a Brady Rd,3,u,905000,SP,Woodards,26/8/2017,2,2,Glen Eira City Council
Bentleigh East,9 Hill St,4,h,1200000,VB,Woodards,26/8/2017,1,2,Glen Eira City Council
Bentleigh East,21 Matthews Rd,3,h,1151000,S,Woodards,26/8/2017,1,3,Glen Eira City Council
